SchCode,School,City,County,Enrollment,Conditional_Num,Cond_Per,PBE_Num,PBE_Per,FRPM_Per
6104582,RAMONA ELEMENTARY,MORENO VALLEY,RIVERSIDE,167,0,0,0,0,0.918499351
6105514,HONEY HOLLOW ELEMENTARY,MORENO VALLEY,RIVERSIDE,87,8,0.091954023,0,0,0.899038434
6106041,SERRANO ELEMENTARY,MORENO VALLEY,RIVERSIDE,96,1,0.010416667,1,0.010416667,0.954545438
6106066,SUGAR HILL ELEMENTARY,MORENO VALLEY,RIVERSIDE,76,4,0.052631579,2,0.026315789,0.756704986
6106942,CREEKSIDE ELEMENTARY,MORENO VALLEY,RIVERSIDE,120,27,0.225,0,0,0.941964269
6106967,CHAPARRAL HILLS ELEMENTARY,MORENO VALLEY,RIVERSIDE,116,9,0.077586207,0,0,0.925974011
6107080,CLOVERDALE ELEMENTARY,MORENO VALLEY,RIVERSIDE,106,2,0.018867925,0,0,0.822733402
6107890,BEAR VALLEY ELEMENTARY,MORENO VALLEY,RIVERSIDE,107,9,0.08411215,4,0.037383178,0.833518326
6108716,BOX SPRINGS ELEMENTARY,MORENO VALLEY,RIVERSIDE,61,8,0.131147541,0,0,0.864734292
6108724,HENDRICK RANCH ELEMENTARY,MORENO VALLEY,RIVERSIDE,103,7,0.067961165,0,0,0.910511374
6108732,HIDDEN SPRINGS ELEMENTARY,MORENO VALLEY,RIVERSIDE,110,9,0.081818182,0,0,0.700800002
6109110,NORTH RIDGE ELEMENTARY,MORENO VALLEY,RIVERSIDE,170,1,0.005882353,2,0.011764706,0.547677279
6109508,RIDGE CREST ELEMENTARY,MORENO VALLEY,RIVERSIDE,104,3,0.028846154,1,0.009615385,0.732888162
6110928,SENECA ELEMENTARY,MORENO VALLEY,RIVERSIDE,88,3,0.034090909,1,0.011363636,0.764822125
0125666,EXCEL PREP CHARTER - IE,MORENO VALLEY,RIVERSIDE,103,33,0.32038835,0,0,0.777777791
6032353,NUVIEW ELEMENTARY,NUEVO,RIVERSIDE,117,1,0.008547009,2,0.017094017,0.846029162
6111488,VALLEY VIEW ELEMENTARY,NUEVO,RIVERSIDE,78,0,0,0,0,0.781196594
0105767,RIO VISTA ELEMENTARY,CATHEDRAL CITY,RIVERSIDE,111,1,0.009009009,0,0,0.684647322
0118943,CABOT YERXA ELEMENTARY,DESERT HOT SPRINGS,RIVERSIDE,136,3,0.022058824,1,0.007352941,0.921363056
6032387,AGUA CALIENTE ELEMENTARY,CATHEDRAL CITY,RIVERSIDE,115,1,0.008695652,0,0,0.938485801
6032395,CAHUILLA ELEMENTARY,PALM SPRINGS,RIVERSIDE,91,12,0.131868132,0,0,0.803108811
6032403,CATHEDRAL CITY ELEMENTARY,CATHEDRAL CITY,RIVERSIDE,117,4,0.034188034,1,0.008547009,0.884856045
6032411,CIELO VISTA CHARTER,PALM SPRINGS,RIVERSIDE,127,2,0.015748031,3,0.023622047,0.757772028
6032429,BELLA VISTA ELEMENTARY,DESERT HOT SPRINGS,RIVERSIDE,145,4,0.027586207,0,0,0.855570853
6032437,KATHERINE FINCHY ELEMENTARY,PALM SPRINGS,RIVERSIDE,116,8,0.068965517,3,0.025862069,0.677367568
6032445,RANCHO MIRAGE ELEMENTARY,RANCHO MIRAGE,RIVERSIDE,64,5,0.078125,0,0,0.709134638
6032452,VISTA DEL MONTE ELEMENTARY,PALM SPRINGS,RIVERSIDE,74,7,0.094594595,0,0,0.879999995
6102560,JULIUS CORSINI ELEMENTARY,DESERT HOT SPRINGS,RIVERSIDE,79,7,0.088607595,0,0,0.916015625
6106207,DELLA S. LINDLEY ELEMENTARY,THOUSAND PALMS,RIVERSIDE,116,1,0.00862069,0,0,0.872472763
6107601,LANDAU ELEMENTARY,CATHEDRAL CITY,RIVERSIDE,123,3,0.024390244,0,0,0.79411763
6108450,SUNNY SANDS ELEMENTARY,CATHEDRAL CITY,RIVERSIDE,145,5,0.034482759,0,0,0.817226887
6111025,BUBBLING WELLS ELEMENTARY,DESERT HOT SPRINGS,RIVERSIDE,153,1,0.006535948,0,0,0.875462413
6115448,TWO BUNCH PALMS ELEMENTARY,DESERT HOT SPRINGS,RIVERSIDE,172,5,0.029069767,1,0.005813953,0.898978412
6032460,FELIX J. APPLEBY ELEMENTARY,BLYTHE,RIVERSIDE,80,5,0.0625,3,0.0375,0.794594586
6032478,MARGARET WHITE ELEMENTARY,BLYTHE,RIVERSIDE,96,6,0.0625,2,0.020833333,0.756177902
6032494,RUTH BROWN ELEMENTARY,BLYTHE,RIVERSIDE,87,12,0.137931034,0,0,0.790400028
0110577,RAILWAY ELEMENTARY,PERRIS,RIVERSIDE,114,0,0,1,0.00877193,0.901754379
0110585,SKY VIEW ELEMENTARY,PERRIS,RIVERSIDE,150,3,0.02,0,0,0.901803613
6032502,GOOD HOPE ELEMENTARY,PERRIS,RIVERSIDE,110,0,0,0,0,0.961715162
6032510,PERRIS ELEMENTARY,PERRIS,RIVERSIDE,95,0,0,2,0.021052632,0.926444829
6105571,INNOVATIVE HORIZONS CHARTER,PERRIS,RIVERSIDE,99,0,0,0,0,0.902944386
6109037,PARK AVENUE ELEMENTARY,PERRIS,RIVERSIDE,42,0,0,0,0,0.972286403
6111843,PALMS ELEMENTARY,PERRIS,RIVERSIDE,119,8,0.067226891,1,0.008403361,0.90322578
6120547,ENCHANTED HILLS ELEMENTARY,PERRIS,RIVERSIDE,71,0,0,0,0,0.952380955
0100545,LAKE MATHEWS ELEMENTARY,RIVERSIDE,RIVERSIDE,119,3,0.025210084,3,0.025210084,0.277715564
0111252,MARK TWAIN ELEMENTARY,RIVERSIDE,RIVERSIDE,153,7,0.045751634,0,0,0.387962967
0114181,PATRICIA BEATTY ELEMENTARY,RIVERSIDE,RIVERSIDE,95,0,0,1,0.010526316,0.855263174
0126128,REACH LEADERSHIP ACADEMY,RIVERSIDE,RIVERSIDE,97,2,0.020618557,4,0.041237113,0.458715588
6032528,ADAMS ELEMENTARY,RIVERSIDE,RIVERSIDE,94,10,0.106382979,0,0,0.843283594
6032536,ALCOTT ELEMENTARY,RIVERSIDE,RIVERSIDE,89,0,0,1,0.011235955,0.631116688
6032544,BRYANT ELEMENTARY,RIVERSIDE,RIVERSIDE,63,2,0.031746032,0,0,0.756521761
6032569,CASTLE VIEW ELEMENTARY,RIVERSIDE,RIVERSIDE,110,1,0.009090909,9,0.081818182,0.543973923
6032577,EMERSON ELEMENTARY,RIVERSIDE,RIVERSIDE,120,8,0.066666667,2,0.016666667,0.812422335
6032585,FREMONT ELEMENTARY,RIVERSIDE,RIVERSIDE,115,0,0,2,0.017391304,0.902998209
6032601,HARRISON ELEMENTARY,RIVERSIDE,RIVERSIDE,90,1,0.011111111,4,0.044444444,0.675044894
6032619,HAWTHORNE ELEMENTARY,RIVERSIDE,RIVERSIDE,117,10,0.085470085,0,0,0.787172019
6032627,HIGHGROVE ELEMENTARY,RIVERSIDE,RIVERSIDE,101,19,0.188118812,0,0,0.919762254
6032635,HIGHLAND ELEMENTARY,RIVERSIDE,RIVERSIDE,128,10,0.078125,15,0.1171875,0.790322602
6032650,JACKSON ELEMENTARY,RIVERSIDE,RIVERSIDE,105,8,0.076190476,1,0.00952381,0.866348445
6032668,JEFFERSON ELEMENTARY,RIVERSIDE,RIVERSIDE,151,5,0.033112583,0,0,0.866666675
6032684,LIBERTY ELEMENTARY,RIVERSIDE,RIVERSIDE,116,7,0.060344828,0,0,0.932311594
6032692,LONGFELLOW ELEMENTARY,RIVERSIDE,RIVERSIDE,135,5,0.037037037,0,0,0.971639931
6032700,MADISON ELEMENTARY,RIVERSIDE,RIVERSIDE,108,0,0,0,0,0.877947271
6032718,MAGNOLIA ELEMENTARY,RIVERSIDE,RIVERSIDE,92,4,0.043478261,0,0,0.741890013
6032726,MONROE ELEMENTARY,RIVERSIDE,RIVERSIDE,109,1,0.009174312,0,0,0.867559552
6032734,MOUNTAIN VIEW ELEMENTARY,RIVERSIDE,RIVERSIDE,119,2,0.016806723,2,0.016806723,0.851706028
6032742,PACHAPPA ELEMENTARY,RIVERSIDE,RIVERSIDE,129,0,0,1,0.007751938,0.776365936
6032775,VICTORIA ELEMENTARY,RIVERSIDE,RIVERSIDE,93,1,0.010752688,1,0.010752688,0.736379623
6032783,WASHINGTON ELEMENTARY,RIVERSIDE,RIVERSIDE,117,1,0.008547009,5,0.042735043,0.627329171
6099188,WOODCREST ELEMENTARY,RIVERSIDE,RIVERSIDE,91,0,0,0,0,0.52932328
6107957,WILLIAM HOWARD TAFT ELEMENTARY,RIVERSIDE,RIVERSIDE,110,3,0.027272727,0,0,0.74820143
6109011,BENJAMIN FRANKLIN ELEMENTARY,RIVERSIDE,RIVERSIDE,95,3,0.031578947,1,0.010526316,0.307256222
6112676,TOMAS RIVERA ELEMENTARY,RIVERSIDE,RIVERSIDE,109,0,0,1,0.009174312,0.373925507
6120075,JOHN F. KENNEDY ELEMENTARY,RIVERSIDE,RIVERSIDE,129,0,0,7,0.054263566,0.339044183
0113746,MESA VIEW ELEMENTARY,ROMOLAND,RIVERSIDE,116,2,0.017241379,5,0.043103448,0.422514617
0127761,BOULDER RIDGE ELEMENTARY,MENIFEE,RIVERSIDE,91,0,0,0,0,0.733727813
6032791,ROMOLAND ELEMENTARY,ROMOLAND,RIVERSIDE,96,0,0,0,0,0.840070307
6109581,HARVEST VALLEY ELEMENTARY,ROMOLAND,RIVERSIDE,114,1,0.00877193,0,0,0.843665779
0102715,ESTUDILLO ELEMENTARY,SAN JACINTO,RIVERSIDE,92,3,0.032608696,0,0,0.776143789
0102723,"CLAYTON A. RECORD, JR., ELEMENTARY",SAN JACINTO,RIVERSIDE,137,0,0,5,0.03649635,0.775238097
0121319,MEGAN COPE ELEMENTARY,SAN JACINTO,RIVERSIDE,159,0,0,3,0.018867925,0.706896544
6032809,HYATT ELEMENTARY,SAN JACINTO,RIVERSIDE,145,20,0.137931034,0,0,0.957328379
6032817,SAN JACINTO ELEMENTARY,SAN JACINTO,RIVERSIDE,95,9,0.094736842,0,0,0.971880496
6106884,DE ANZA ELEMENTARY,SAN JACINTO,RIVERSIDE,83,2,0.024096386,2,0.024096386,0.832167804
6109490,PARK HILL ELEMENTARY,SAN JACINTO,RIVERSIDE,114,5,0.043859649,1,0.00877193,0.855900645
6114748,SAN JACINTO VALLEY ACADEMY,SAN JACINTO,RIVERSIDE,105,3,0.028571429,2,0.019047619,0.512474
0100248,LAS PALMITAS ELEMENTARY,THERMAL,RIVERSIDE,108,1,0.009259259,0,0,0.937232554
0112649,CORAL MOUNTAIN ACADEMY,COACHELLA,RIVERSIDE,151,0,0,0,0,0.814285696
6031694,VALLE DEL SOL ELEMENTARY,COACHELLA,RIVERSIDE,134,1,0.007462687,0,0,0.946496844
6031702,PALM VIEW ELEMENTARY,COACHELLA,RIVERSIDE,83,1,0.012048193,0,0,0.951890051
6031710,PETER PENDLETON ELEMENTARY,COACHELLA,RIVERSIDE,83,1,0.012048193,0,0,0.959876537
6031728,VALLEY VIEW ELEMENTARY,COACHELLA,RIVERSIDE,134,0,0,0,0,0.903675556
6032254,MECCA ELEMENTARY,MECCA,RIVERSIDE,142,0,0,0,0,0.949999988
6032361,OASIS ELEMENTARY,THERMAL,RIVERSIDE,106,0,0,0,0,0.949778438
6032379,SEA VIEW ELEMENTARY,SALTON CITY,RIVERSIDE,87,2,0.022988506,2,0.022988506,0.929657817
6032833,JOHN KELLEY ELEMENTARY,THERMAL,RIVERSIDE,101,1,0.00990099,0,0,0.888888896
6032841,WESTSIDE ELEMENTARY,THERMAL,RIVERSIDE,86,2,0.023255814,0,0,0.779690206
6108906,CESAR CHAVEZ ELEMENTARY,COACHELLA,RIVERSIDE,161,6,0.037267081,0,0,0.861439288
6114789,SAUL MARTINEZ ELEMENTARY,MECCA,RIVERSIDE,188,2,0.010638298,0,0,0.910683036
6117774,MOUNTAIN VISTA ELEMENTARY,INDIO,RIVERSIDE,178,2,0.011235955,1,0.005617978,0.686058164
0108241,RONALD REAGAN ELEMENTARY,WILDOMAR,RIVERSIDE,106,3,0.028301887,2,0.018867925,0.499298751
0113100,EARL WARREN ELEMENTARY,LAKE ELSINORE,RIVERSIDE,169,4,0.023668639,6,0.035502959,0.611303329
0120204,SYCAMORE ACADEMY OF SCIENCE AND CULTURAL ARTS,WILDOMAR,RIVERSIDE,46,4,0.086956522,6,0.130434783,0.336419761
0122960,LAKELAND VILLAGE,LAKE ELSINORE,RIVERSIDE,101,0,0,2,0.01980198,0.874089479
0124859,SOUTHERN CALIFORNIA ONLINE ACADEMY,LAKE ELSINORE,RIVERSIDE,10,0,0,2,0.2,0.310850441
6032031,ELSINORE ELEMENTARY,LAKE ELSINORE,RIVERSIDE,109,2,0.018348624,1,0.009174312,0.958266437
6032056,MACHADO ELEMENTARY,LAKE ELSINORE,RIVERSIDE,134,0,0,0,0,0.917134821
6032064,WILDOMAR ELEMENTARY,WILDOMAR,RIVERSIDE,119,2,0.016806723,4,0.033613445,0.732142866
6107189,RAILROAD CANYON ELEMENTARY,LAKE ELSINORE,RIVERSIDE,145,4,0.027586207,2,0.013793103,0.827018142
6108278,WITHROW ELEMENTARY,LAKE ELSINORE,RIVERSIDE,126,0,0,0,0,0.787634432
6109938,LUISENO,CORONA,RIVERSIDE,110,0,0,1,0.009090909,0.353525311
6111082,TUSCANY HILLS ELEMENTARY,LAKE ELSINORE,RIVERSIDE,132,1,0.007575758,6,0.045454545,0.335411459
6111090,DONALD GRAHAM ELEMENTARY,WILDOMAR,RIVERSIDE,116,2,0.017241379,7,0.060344828,0.630952358
6115174,WILLIAM COLLIER ELEMENTARY,WILDOMAR,RIVERSIDE,95,0,0,2,0.021052632,0.753600001
6118442,RICE CANYON ELEMENTARY,LAKE ELSINORE,RIVERSIDE,155,0,0,6,0.038709677,0.577753782
6120455,COTTONWOOD CANYON ELEMENTARY,LAKE ELSINORE,RIVERSIDE,153,1,0.006535948,3,0.019607843,0.356076747
0101097,FRENCH VALLEY ELEMENTARY,WINCHESTER,RIVERSIDE,78,2,0.025641026,2,0.025641026,0.233108103
0105742,ALAMOS ELEMENTARY,MURRIETA,RIVERSIDE,117,2,0.017094017,2,0.017094017,0.210732982
0108480,CROWNE HILL ELEMENTARY,TEMECULA,RIVERSIDE,86,0,0,0,0,0.166172102
0108498,SUSAN LA VORGNA ELEMENTARY,WINCHESTER,RIVERSIDE,115,11,0.095652174,3,0.026086957,0.263227522
0108506,TONY TOBIN ELEMENTARY,TEMECULA,RIVERSIDE,111,4,0.036036036,4,0.036036036,0.097674422
0113696,TEMECULA LUISENO ELEMENTARY,TEMECULA,RIVERSIDE,126,3,0.023809524,4,0.031746032,0.161606267
3330917,TEMECULA PREPARATORY,WINCHESTER,RIVERSIDE,69,0,0,13,0.188405797,0.086914994
6096994,VAIL ELEMENTARY,TEMECULA,RIVERSIDE,104,2,0.019230769,0,0,0.618487418
6106017,RANCHO ELEMENTARY,TEMECULA,RIVERSIDE,89,4,0.04494382,2,0.02247191,0.20961538
6108427,TEMECULA ELEMENTARY,TEMECULA,RIVERSIDE,98,0,0,0,0,0.715624988
6109417,NICOLAS VALLEY ELEMENTARY,TEMECULA,RIVERSIDE,117,4,0.034188034,6,0.051282051,0.337078661
6110084,RED HAWK ELEMENTARY,TEMECULA,RIVERSIDE,65,3,0.046153846,2,0.030769231,0.234693885
6112551,TEMECULA VALLEY CHARTER,WINCHESTER,RIVERSIDE,70,6,0.085714286,4,0.057142857,0.199596778
6112809,PALOMA ELEMENTARY,TEMECULA,RIVERSIDE,69,3,0.043478261,3,0.043478261,0.247467443
6113641,PAUBA VALLEY ELEMENTARY,TEMECULA,RIVERSIDE,95,2,0.021052632,2,0.021052632,0.248310804
6114243,VINTAGE HILLS ELEMENTARY,TEMECULA,RIVERSIDE,112,1,0.008928571,8,0.071428571,0.166666672
6116438,HELEN HUNT JACKSON ELEMENTARY,TEMECULA,RIVERSIDE,63,0,0,1,0.015873016,0.147420153
6116446,ABBY REINKE ELEMENTARY,TEMECULA,RIVERSIDE,113,0,0,10,0.088495575,0.119858988
6118822,YSABEL BARNETT ELEMENTARY,TEMECULA,RIVERSIDE,163,3,0.018404908,12,0.073619632,0.173304632
0100412,MONTE VISTA ELEMENTARY,MURRIETA,RIVERSIDE,152,4,0.026315789,5,0.032894737,0.355415344
0108530,ANTELOPE HILLS ELEMENTARY,MURRIETA,RIVERSIDE,124,0,0,6,0.048387097,0.27073732
0114058,LISA J. MAILS ELEMENTARY,MURRIETA,RIVERSIDE,142,1,0.007042254,11,0.077464789,0.238658771
6032346,MURRIETA ELEMENTARY,MURRIETA,RIVERSIDE,119,2,0.016806723,5,0.042016807,0.395133257
6106868,AVAXAT ELEMENTARY,MURRIETA,RIVERSIDE,139,3,0.021582734,10,0.071942446,0.599726796
6107841,ALTA MURRIETA ELEMENTARY,MURRIETA,RIVERSIDE,157,4,0.025477707,13,0.082802548,0.419836968
6107858,E. HALE CURRAN ELEMENTARY,MURRIETA,RIVERSIDE,88,1,0.011363636,3,0.034090909,0.473684222
6108153,RAIL RANCH ELEMENTARY,MURRIETA,RIVERSIDE,103,6,0.058252427,0,0,0.399030685
6113625,TOVASHAL ELEMENTARY,MURRIETA,RIVERSIDE,103,2,0.019417476,6,0.058252427,0.363756627
6117659,COLE CANYON ELEMENTARY,MURRIETTA,RIVERSIDE,161,0,0,16,0.099378882,0.19491525
6118558,DANIEL N. BUCHANAN ELEMENTARY,MURRIETA,RIVERSIDE,176,3,0.017045455,2,0.011363636,0.435158491
0100958,SIERRA VISTA ELEMENTARY,PERRIS,RIVERSIDE,92,3,0.032608696,0,0,0.838068187
0106096,COLUMBIA ELEMENTARY,PERRIS,RIVERSIDE,114,3,0.026315789,0,0,0.928374648
0109116,LASSELLE ELEMENTARY,MORENO VALLEY,RIVERSIDE,119,0,0,0,0,0.729468584
0109124,AVALON ELEMENTARY,PERRIS,RIVERSIDE,119,2,0.016806723,0,0,0.735723794
0112094,TRIPLE CROWN ELEMENTARY,PERRIS,RIVERSIDE,149,2,0.013422819,0,0,0.889018714
0117424,MAY RANCH ELEMENTARY,PERRIS,RIVERSIDE,179,0,0,3,0.016759777,0.82139039
6032866,MEAD VALLEY ELEMENTARY,PERRIS,RIVERSIDE,144,4,0.027777778,0,0,0.897674441
6032874,VAL VERDE ELEMENTARY,PERRIS,RIVERSIDE,91,0,0,1,0.010989011,0.917613626
6108039,RAINBOW RIDGE ELEMENTARY,MORENO VALLEY,RIVERSIDE,155,6,0.038709677,0,0,0.88676846
6108047,VICTORIANO ELEMENTARY,MORENO VALLEY,RIVERSIDE,117,7,0.05982906,1,0.008547009,0.700680256
6109565,MARY MCLEOD BETHUNE ELEMENTARY,MORENO VALLEY,RIVERSIDE,127,7,0.05511811,1,0.007874016,0.845833361
6114458,MANUEL L. REAL ELEMENTARY,PERRIS,RIVERSIDE,91,1,0.010989011,0,0,0.946866512
0106302,SACRAMENTO COUNTY ED SPECIAL EDUCATION,MATHER,SACRAMENTO,0,0,0,0,0,0.767857134
0124651,FORTUNE,SACRAMENTO,SACRAMENTO,230,1,0.004347826,5,0.02173913,0.86138612
6032890,ARCOHE ELEMENTARY,HERALD,SACRAMENTO,35,0,0,4,0.114285714,0.56410259
0101790,EDNA BATEY ELEMENTARY,ELK GROVE,SACRAMENTO,110,4,0.036363636,0,0,0.26556018
0105908,ARLENE HEIN ELEMENTARY,ELK GROVE,SACRAMENTO,189,2,0.010582011,2,0.010582011,0.339011937
0105932,ROY HERBURGER ELEMENTARY,ELK GROVE,SACRAMENTO,122,0,0,2,0.016393443,0.639620662
0108720,ARNOLD ADREANI ELEMENTARY,SACRAMENTO,SACRAMENTO,121,10,0.082644628,4,0.033057851,0.273284316
0108738,HELEN CARR CASTELLO ELEMENTARY,ELK GROVE,SACRAMENTO,153,0,0,1,0.006535948,0.316685587
0111112,CARROLL ELEMENTARY,ELK GROVE,SACRAMENTO,143,6,0.041958042,3,0.020979021,0.34258455
0111732,CALIFORNIA MONTESSORI PROJECT - ELK GROVE CAMPUS,ELK GROVE,SACRAMENTO,67,0,0,4,0.059701493,0.166666672
0114702,SUNRISE ELEMENTARY,RANCHO CORDOVA,SACRAMENTO,201,11,0.054726368,7,0.034825871,0.176643774
6032981,ANNA KIRCHGATER ELEMENTARY,SACRAMENTO,SACRAMENTO,99,14,0.141414141,0,0,0.787570596
6032999,JESSIE BAKER,ELK GROVE,SACRAMENTO,13,0,0,0,0,0.672316372
6033005,CHARLES E. MACK ELEMENTARY,SACRAMENTO,SACRAMENTO,125,11,0.088,0,0,0.771551728
6033013,COSUMNES RIVER ELEMENTARY,SLOUGHHOUSE,SACRAMENTO,66,5,0.075757576,1,0.015151515,0.106719367
6033021,DAVID REESE ELEMENTARY,SACRAMENTO,SACRAMENTO,119,5,0.042016807,0,0,0.82754761
6033039,C. W. DILLARD ELEMENTARY,WILTON,SACRAMENTO,49,4,0.081632653,3,0.06122449,0.282051295
6033047,ELK GROVE ELEMENTARY,ELK GROVE,SACRAMENTO,94,2,0.021276596,3,0.031914894,0.326553673
6033054,FLORIN ELEMENTARY,SACRAMENTO,SACRAMENTO,77,4,0.051948052,0,0,0.753403962
6033062,FRANKLIN ELEMENTARY,ELK GROVE,SACRAMENTO,119,3,0.025210084,3,0.025210084,0.458944291
6033088,JAMES A. MCKEE ELEMENTARY,ELK GROVE,SACRAMENTO,67,2,0.029850746,2,0.029850746,0.622857153
6033096,PLEASANT GROVE ELEMENTARY,ELK GROVE,SACRAMENTO,44,3,0.068181818,2,0.045454545,0.22560975
6033104,SAMUEL KENNEDY ELEMENTARY,SACRAMENTO,SACRAMENTO,121,5,0.041322314,0,0,0.858387828
6033112,SIERRA-ENTERPRISE ELEMENTARY,SACRAMENTO,SACRAMENTO,58,8,0.137931034,0,0,0.750515461
6077291,HERMAN LEIMBACH ELEMENTARY,SACRAMENTO,SACRAMENTO,90,3,0.033333333,0,0,0.714285731
6098743,FLORENCE MARKOFER ELEMENTARY,ELK GROVE,SACRAMENTO,96,5,0.052083333,1,0.010416667,0.406732112
6098750,PRAIRIE ELEMENTARY,SACRAMENTO,SACRAMENTO,114,4,0.035087719,0,0,0.779661
6101844,ELLEN FEICKERT ELEMENTARY,ELK GROVE,SACRAMENTO,71,0,0,5,0.070422535,0.37585035
6106355,ISABELLE JACKSON ELEMENTARY,SACRAMENTO,SACRAMENTO,122,7,0.057377049,2,0.016393443,0.742671013
6107700,FOULKS RANCH ELEMENTARY,ELK GROVE,SACRAMENTO,118,2,0.016949153,4,0.033898305,0.369035006
6107718,UNION HOUSE ELEMENTARY,SACRAMENTO,SACRAMENTO,124,0,0,0,0,0.798483193
6107916,JOHN REITH ELEMENTARY,SACRAMENTO,SACRAMENTO,75,3,0.04,1,0.013333333,0.774919629
6109516,ARTHUR C. BUTLER ELEMENTARY,ELK GROVE,SACRAMENTO,97,5,0.051546392,2,0.020618557,0.594764411
6110118,JOHN EHRHARDT ELEMENTARY,ELK GROVE,SACRAMENTO,122,4,0.032786885,2,0.016393443,0.500519216
6110985,MARY TSUKAMOTO ELEMENTARY,SACRAMENTO,SACRAMENTO,124,6,0.048387097,2,0.016129032,0.738396645
6112106,ELITHA DONNER ELEMENTARY,ELK GROVE,SACRAMENTO,125,6,0.048,2,0.016,0.60535115
6112254,ELK GROVE CHARTER,ELK GROVE,SACRAMENTO,0,0,0,0,0,0.344696969
6113179,BARBARA COMSTOCK MORSE ELEMENTARY,SACRAMENTO,SACRAMENTO,111,4,0.036036036,3,0.027027027,0.787994921
6113187,MAEOLA E. BEITZEL ELEMENTARY,SACRAMENTO,SACRAMENTO,119,3,0.025210084,3,0.025210084,0.572038412
6116818,JOSEPH SIMS ELEMENTARY,ELK GROVE,SACRAMENTO,139,7,0.050359712,3,0.021582734,0.323720932
6118046,RAYMOND CASE ELEMENTARY,ELK GROVE,SACRAMENTO,119,1,0.008403361,2,0.016806723,0.574834466
6118053,STONE LAKE ELEMENTARY,ELK GROVE,SACRAMENTO,89,0,0,1,0.011235955,0.236127511
6120018,IRENE B. WEST ELEMENTARY,ELK GROVE,SACRAMENTO,166,1,0.006024096,2,0.012048193,0.611659169
6120026,ROBERT J. FITE ELEMENTARY,SACRAMENTO,SACRAMENTO,98,4,0.040816327,2,0.020408163,0.543574572
6120034,ELLIOTT RANCH ELEMENTARY,ELK GROVE,SACRAMENTO,119,2,0.016806723,3,0.025210084,0.194384456
0127860,ALPHA CHARTER,ELVERTA,SACRAMENTO,0,0,0,0,0,0.363636374
6033138,ELVERTA ELEMENTARY,ELVERTA,SACRAMENTO,24,1,0.041666667,1,0.041666667,0.796610177
0100404,SANDRA J. GALLARDO ELEMENTARY,FOLSOM,SACRAMENTO,58,0,0,1,0.017241379,0.059541985
0106757,FOLSOM CORDOVA K-8 COMMUNITY CHARTER,FOLSOM,SACRAMENTO,10,1,0.1,1,0.1,0.044444446
0111278,NAVIGATOR ELEMENTARY,RANCHO CORDOVA,SACRAMENTO,52,3,0.057692308,8,0.153846154,0.498829037
0113621,RUSSELL RANCH ELEMENTARY,FOLSOM,SACRAMENTO,82,1,0.012195122,5,0.06097561,0.03732504
6033146,BLANCHE SPRENTZ ELEMENTARY,FOLSOM,SACRAMENTO,169,6,0.035502959,4,0.023668639,0.323943675
6033153,CORDOVA GARDENS ELEMENTARY,RANCHO CORDOVA,SACRAMENTO,55,7,0.127272727,1,0.018181818,0.668621719
6033179,CORDOVA MEADOWS ELEMENTARY,RANCHO CORDOVA,SACRAMENTO,52,3,0.057692308,1,0.019230769,0.890109897
6033187,CORDOVA VILLA ELEMENTARY,RANCHO CORDOVA,SACRAMENTO,114,14,0.122807018,7,0.061403509,0.938369811
6033203,MATHER HEIGHTS ELEMENTARY,MATHER,SACRAMENTO,73,0,0,2,0.02739726,0.253303975
6033211,PETER J. SHIELDS ELEMENTARY,RANCHO CORDOVA,SACRAMENTO,51,3,0.058823529,6,0.117647059,0.766304374
6033229,RANCHO CORDOVA ELEMENTARY,RANCHO CORDOVA,SACRAMENTO,97,4,0.041237113,13,0.134020619,0.881796718
6033252,THEODORE JUDAH ELEMENTARY,FOLSOM,SACRAMENTO,29,0,0,3,0.103448276,0.227611944
6033278,WHITE ROCK ELEMENTARY,RANCHO CORDOVA,SACRAMENTO,101,5,0.04950495,7,0.069306931,0.940573752
6033286,WILLIAMSON ELEMENTARY,RANCHO CORDOVA,SACRAMENTO,128,3,0.0234375,1,0.0078125,0.90427351
6106892,CARL H. SUNDAHL ELEMENTARY,FOLSOM,SACRAMENTO,55,0,0,5,0.090909091,0.125964016
6107965,OAK CHAN ELEMENTARY,FOLSOM,SACRAMENTO,67,4,0.059701493,4,0.059701493,0.06092437
6109755,FOLSOM HILLS ELEMENTARY,FOLSOM,SACRAMENTO,109,4,0.036697248,10,0.091743119,0.07872697
6112916,NATOMA STATION ELEMENTARY,FOLSOM,SACRAMENTO,57,0,0,1,0.01754386,0.098989896
6115638,GOLD RIDGE ELEMENTARY,FOLSOM,SACRAMENTO,81,0,0,2,0.024691358,0.131849319
6118574,EMPIRE OAKS ELEMENTARY,FOLSOM,SACRAMENTO,58,1,0.017241379,5,0.086206897,0.022875817
0107946,LAKE CANYON ELEMENTARY,GALT,SACRAMENTO,82,0,0,4,0.048780488,0.619047642
0119420,VERNON E. GREER ELEMENTARY,GALT,SACRAMENTO,84,0,0,2,0.023809524,0.732251525
6033310,VALLEY OAKS ELEMENTARY,GALT,SACRAMENTO,81,1,0.012345679,0,0,0.878195465
6110654,RIVER OAKS ELEMENTARY,GALT,SACRAMENTO,82,0,0,1,0.012195122,0.592592597
6114185,MARENGO RANCH ELEMENTARY,GALT,SACRAMENTO,54,0,0,3,0.055555556,0.517006814
